,nombre_artista,bio,listeners,playcount,similar
91,Udit Narayan,"Udit Narayan Jha known as Udit Narayan, is a Nepalese playback singer whose songs have been featured mainly in Nepali and Hindi movies. He has also sung many songs in other languages including Kannada, Marathi, Tamil, Telugu, Malayalam, Punjabi, Oriya, Assamese and Bengali movies. He is primarily known for his work in Bollywood films . He has won three National Film Awards and five Filmfare Awards. In 2001, he was awarded the Prabal Gorkha Dakshin <a href=""https://www.last.fm/music/Udit+Narayan"">Read more on Last.fm</a>",114616,1539546,"['Alka Yagnik', 'Kumar Sanu', 'Abhijeet', 'Sonu Nigam', 'Lata Mangeshkar']"
92,Usha Uthup,"Usha Uthup is a popular Indian pop & jazz singer. She was well known for popular hits in the 1970s and 1980s. Her popular maiden name is Usha Iyer. <a href=""https://www.last.fm/music/Usha+Uthup"">Read more on Last.fm</a>",20257,80965,"['Vijay Benedict', 'Kanchan', 'Siddharth Mahadevan', 'Shah Rukh Khan', 'Anusha Mani & Vishal Dadlani']"
93,Enrico Musiani," <a href=""https://www.last.fm/music/Enrico+Musiani"">Read more on Last.fm</a>",2451,10898,"['Titti Bianchi', 'I Teppisti Dei Sogni', 'Luciano Tajoli', 'I Nuovi Angeli', 'Paolo Mengoli']"
94,มหัศจรรย์ธรรมดา," <a href=""https://www.last.fm/music/%E0%B8%A1%E0%B8%AB%E0%B8%B1%E0%B8%A8%E0%B8%88%E0%B8%A3%E0%B8%A3%E0%B8%A2%E0%B9%8C%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%94%E0%B8%B2"">Read more on Last.fm</a>",403,3091,"['Young Man And the Sea', 'Seal Pillow', 'Yerm', ""Zweed n' Roll"", 'Solitude is Bliss']"
95,George Jones,"George Glenn Jones (September 12, 1931 – April 26, 2013) was an American musician, singer, and songwriter. He achieved international fame for his long list of hit records, including his best-known song ""He Stopped Loving Her Today"", as well as his distinctive voice and phrasing. For the last two decades of his life, Jones was frequently referred to as the greatest living country singer. Country music scholar Bill Malone writes, ""For the two or three minutes consumed by a song <a href=""https://www.last.fm/music/George+Jones"">Read more on Last.fm</a>",451627,5683405,"['Merle Haggard', 'Conway Twitty', 'Vern Gosdin', 'Charley Pride', 'Johnny Paycheck']"
96,Nitesh Kachhap," <a href=""https://www.last.fm/music/Nitesh+Kachhap"">Read more on Last.fm</a>",86,357,"['Nagpuri Diwana', 'Pawan Roy', 'Chhotelal Oraon', 'kumar pritam', 'Pawan']"
97,Rajvir Jawanda," <a href=""https://www.last.fm/music/Rajvir+Jawanda"">Read more on Last.fm</a>",4404,44052,"['Amrit Maan', 'Ranjit Bawa', 'Jordan Sandhu', 'Nirvair Pannu', 'Himmat Sandhu']"
98,Reyna Lucero," <a href=""https://www.last.fm/music/Reyna+Lucero"">Read more on Last.fm</a>",707,3496,"['Francisco Montoya', 'Vitico Castillo', 'Luis Silva', 'Julio Miranda', 'Jorge Guerrero']"
99,Single Mothers,"Two bands share the name Single Mothers, one being a hardcore band from London, Ontario and the other being a stoner metal band from LA


1. Often described as frantic, frenzied and outrageous Single Mothers exists upon the fundamental that live music should be an interactive experience. A typical Single Mothers show usually consists of sing alongs, crowd surfing, flying guitars and mosh pits. The sound itself is almost as fraught as the history of the band. <a href=""https://www.last.fm/music/Single+Mothers"">Read more on Last.fm</a>",56681,1405341,"['Drug Church', 'United Nations', 'Big Ups', 'Fucked Up', 'Fiddlehead']"
100,Guitarrada das Manas," <a href=""https://www.last.fm/music/Guitarrada+das+Manas"">Read more on Last.fm</a>",684,4866,"['Arraial Do Pavulagem', 'Larissa Luz', 'Verequete', 'Nelsinho Rodrigues', 'Sammliz']"
101,Румиса Никаева," <a href=""https://www.last.fm/music/%D0%A0%D1%83%D0%BC%D0%B8%D1%81%D0%B0+%D0%9D%D0%B8%D0%BA%D0%B0%D0%B5%D0%B2%D0%B0"">Read more on Last.fm</a>",110,820,"['Мадина Домбаева', 'Тамила Сагаипова', 'Элиза Идрисова', 'Makka Mezhieva', 'Ильяс Эбиев']"
102,Chitapata Karnakar," <a href=""https://www.last.fm/music/Chitapata+Karnakar"">Read more on Last.fm</a>",16,141,[]
103,Balkar Ankhila," <a href=""https://www.last.fm/music/Balkar+ankhila"">Read more on Last.fm</a>",393,2732,"['Labh Heera', 'Gulab Sidhu', 'Jass Bajwa', 'Harf Cheema', 'Saabi Bhinder']"
104,Prakash Mali Mehandwas," <a href=""https://www.last.fm/music/Prakash+Mali+Mehandwas"">Read more on Last.fm</a>",13,16,[]
105,Dr JB," <a href=""https://www.last.fm/music/DR+JB"">Read more on Last.fm</a>",47,202,"['Tsy Misy Roiroy', 'MAMY GOTSO', 'Arnaah', 'Ramaroson Wilson', 'Jerry Marcoss']"
106,Ritesh Pandey," <a href=""https://www.last.fm/music/Ritesh+Pandey"">Read more on Last.fm</a>",2478,10177,"['Neelkamal Singh', 'Khesari Lal Yadav', 'Arvind Akela Kallu Ji', 'Shilpi Raj', 'Rakesh Mishra']"
107,ไก่ พรรณนิภา," <a href=""https://www.last.fm/music/%E0%B9%84%E0%B8%81%E0%B9%88+%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%99%E0%B8%B4%E0%B8%A0%E0%B8%B2"">Read more on Last.fm</a>",496,3967,"['วารุณี สุนทรีสวัสดิ์', 'เรนโบว์', 'Danupol Kaewkarn', 'พรพิมล ธรรมสาร', 'นิตยา บุญสูงเนิน']"
108,Heidi Mortenson,"Heidi Mortenson grew up listening to the metallic sounds of her dad fixing cars in the garage and her mum playing the organ. Her first audio modulations began on a small cassette player, La Bamba was a favorite. As a teenager Heidi moved to Barcelona where she continued to develop her interest for music. 

In Barcelona Mortenson began experimenting with recording herself singing inside a washing machine, rebuilding a telephone receiver into a microphone, hooking up with a walkie-talkie system. <a href=""https://www.last.fm/music/Heidi+Mortenson"">Read more on Last.fm</a>",3208,19120,"['Chra', 'Rhythm King And Her Friends', 'Xyramat', 'Jaymes Bullet', 'Monotekktoni']"
109,Ernest Tubb,"Ernest Dale Tubb (February 9, 1914 – September 6, 1984), nicknamed the Texas Troubadour, was an American singer and songwriter and one of the pioneers of country music. His biggest career hit song, ""Walking the Floor Over You"" (1941), marked the rise of the honky tonk style of music. In 1948, he was the first singer to record a hit version of ""Blue Christmas"", a song more commonly associated with Elvis Presley and his mid-1950s version. Another well-known Tubb hit was ""Waltz Across Texas"" (1965) <a href=""https://www.last.fm/music/Ernest+Tubb"">Read more on Last.fm</a>",161842,1180231,"['Faron Young', 'Lefty Frizzell', 'Eddy Arnold', 'Red Foley', 'Buck Owens']"
110,Thu Phương,"Thu Phuong is a famous Vietnamese singer originally from Hai Phong, Vietnam.
Born on October 9, 1972, Nguyen Thi Thu Phuong was the middle child in a family of three.  From early on, her father took notice of her keen interest in singing and enrolled her in music classes from the age of seven.  When she was just 12 years old, Thu Phuong made her debut appearance on stage with a solo performance of Chi Co Mot Tren Doi, a song written by Truong Quang Luc. <a href=""https://www.last.fm/music/Thu+Ph%C6%B0%C6%A1ng"">Read more on Last.fm</a>",3793,67745,"['Hồng Nhung', 'Mỹ Linh', 'Thanh Lam', 'Mai Khôi', 'Khánh Linh']"
111,Yoko-Zuna," <a href=""https://www.last.fm/music/Yoko-Zuna"">Read more on Last.fm</a>",5575,29881,"['Average Rap Band', '@peace', 'Team Dynamite', 'Choicevaughan', 'Larz Randa']"
112,Yianna Katsoulos," <a href=""https://www.last.fm/music/Yianna+Katsoulos"">Read more on Last.fm</a>",1427,6869,"['Laroche Valmont', 'Sabine Paturel', 'Gérard Blanchard', 'Kazero', 'Philippe Cataldo']"
113,Лэйна," <a href=""https://www.last.fm/music/%D0%9B%D1%8D%D0%B9%D0%BD%D0%B0"">Read more on Last.fm</a>",842,8639,"['Айрат Сафин', 'Лилия Хайруллина', 'Марат Яруллин', 'Ильмира Нагимова', 'Ильсия Бадретдинова']"
114,Vijay Varma," <a href=""https://www.last.fm/music/VIJAY+VARMA"">Read more on Last.fm</a>",85,196,"['Krishan Chauhan', 'Sharwan Balambiya', 'AK Jatti', 'Surender Romeo', 'Krishan Chouhan']"
115,Ahlam,"Ahlam bint Ali bin Hazeem Al Shamsi  (Arabic: أحلام علي الشامسي) (born 13 February 1969), commonly known as Ahlam (أحلام)  is an Emirati singer and actress. She has released a total of 14 albums and numerous singles. In 2011, Ahlam joined MBC's Arab Idol judging panel, for the inaugural season and the following three seasons. <a href=""https://www.last.fm/music/Ahlam"">Read more on Last.fm</a>",5410,92015,"['Asala', 'Balqees', 'Mona Amarsha', 'Zekra', 'Maram']"
116,Daia," <a href=""https://www.last.fm/music/Daia"">Read more on Last.fm</a>",1408,4401,"['Budapest Scoring Symphonic Orchestra, Péter Pejtsik', 'Басиния Шульман', 'Hollywood Bowl Symphony Orchestra, Alfred Newman', 'Wiener Volksoper Orchestra', 'St. Petersburg Orchestra of the State Hermitage Museum Camerata, Saulus Sondetskis']"
117,Seksikäs-Suklaa,"Seksikäs-Suklaa (real name Luyeye Konssi, born on March 14th 1992 in Luanda, Angola) is a Finnish-Angolian media person, Youtuber, host and artist. Konssi became known for his short humoristic videos.

Konssi's family is from Angola. His family moved from Angola to Salo when he was nine. When Konssi started junior high, the family moved to Helsinki. After primary school Konssi studied to become a travel counselor and graduated in 2012. Konssi has accomplished script writer's basic studies in the folk high school of HEO and graduated in 2014. <a href=""https://www.last.fm/music/Seksik%C3%A4s-Suklaa"">Read more on Last.fm</a>",7904,73053,"['PastoriPike', 'Yksi Totuus', 'Adi L Hasla', 'Lukas Leon', 'HesaÄijä']"
118,Nataliya Vlasova," <a href=""https://www.last.fm/music/Nataliya+Vlasova"">Read more on Last.fm</a>",616,2494,"['Maxim Fadeev', 'NePara', 'Irakli', 'Igor Nikolayev', 'Fabrika']"
119,Klisee," <a href=""https://www.last.fm/music/KLISEE"">Read more on Last.fm</a>",44,228,"['Aston Kalmari', 'LÄHIÖBOTOX', 'Nyrkkitappelu', 'Negatiiviset Nuoret', 'Grillijono K.O.']"
120,Bubblegum Lemonade,"Bubblegum Lemonade is a 1960s influenced 12-string Indiepop band based in Glasgow, Scotland. Their fondness of the Byrds, the Jesus and Mary Chain, the Beach Boys,  and the Monkees comes across on such songs as Caroline's Radio, Famous Blue Anorak, Surfin' USB, She brings The Sunshine, and Falling In Love With A Sad Song.

They have, so far, released three CD albums; Doubleplusgood (November 2008), Sophomore Release (November 2010) and Some Like It Pop (November 2013). <a href=""https://www.last.fm/music/Bubblegum+Lemonade"">Read more on Last.fm</a>",18156,159575,"['Strawberry Whiplash', 'The Electric Pop Group', 'The Airfields', 'The Felt Tips', 'Pocketbooks']"
121,Louis Davids,"Louis Davids (real name David Simon) was born in Rotterdam on 19-12-1883 and was a Dutch revue and cabaret artist and comedian. In London he met British variety artist Margie Morris (Margaret Sarah Whitefoot) with whom he collaborated on may of his works.

Louis Davids' better known works include: De Kleine Man, Mina, Kindervragen, Lintjesregen, Sally Met De Roomijskar, Wat een meisje weten moet, Weekend in Scheveningen, Moeder heeft haar rijbewijs <a href=""https://www.last.fm/music/Louis+Davids"">Read more on Last.fm</a>",2126,12454,"['Lou Bandy', 'Max van Praag', 'Willy Derby', 'Jules de Corte', 'Orkest Zonder Naam']"
122,Mayur Nadiya," <a href=""https://www.last.fm/music/Mayur+Nadiya"">Read more on Last.fm</a>",7,26,[]
123,Akshara Singh," <a href=""https://www.last.fm/music/Akshara+Singh"">Read more on Last.fm</a>",207,677,"['Rakesh Mishra', 'Neelkamal Singh', 'Shilpi Raj', 'Khesari Lal Yadav', 'Ritesh Pandey']"
124,Anu Dubey," <a href=""https://www.last.fm/music/Anu+Dubey"">Read more on Last.fm</a>",93,261,"['Sharda Sinha', 'Kalpana', 'Khesari Lal Yadav', 'Shilpi Raj', 'Pramod Premi Yadav']"
125,Odair Jose," <a href=""https://www.last.fm/music/+noredirect/Odair+Jose"">Read more on Last.fm</a>",27434,268491,[]
126,Avora Records,"Avora Records (abbreviated as AR) is an Indian indie rock band from Aizawl, Mizoram formed in 2012 by Khos Hmar, Mamaa Ralte and Ruata Renthlei as a side-project to record songs. The group went through a series of line-up changes till it turned into a band with Stephen Hnamte, Sanga Ralte & CK Hauzel joining it. Since 2016, the band's line-up has been the same and in 2017, Mamaa Ralte parted ways with the band.

In 2018, the band released its debut singles Sunday & 23:00. <a href=""https://www.last.fm/music/Avora+Records"">Read more on Last.fm</a>",391,4207,"['Samuel ApaZozo', 'Dingtea Guite', 'Rnzx', 'Lalrindiki Khiangte Daduhi', 'Shai Hills']"
127,The Brothers Steve," <a href=""https://www.last.fm/music/THE+BROTHERS+STEVE"">Read more on Last.fm</a>",247,2054,[]
128,Momiji Velvet," <a href=""https://www.last.fm/music/Momiji+Velvet"">Read more on Last.fm</a>",49,540,"['Saywon', 'Nanoka', 'Amai Monogatari', 'Minerva Land', 'Kohi Sekai']"
129,Los Ayer's," <a href=""https://www.last.fm/music/Los+Ayer%27s"">Read more on Last.fm</a>",486,2345,"['Oscar Agudelo', 'El Caballero Gaucho', 'Oscar Larroca', 'Carlos Dante', 'Agustín Magaldi']"
130,Swarup Nayak," <a href=""https://www.last.fm/music/Swarup+Nayak"">Read more on Last.fm</a>",1,1,[]
131,Philippe Lafontaine,"Singer and composer Philippe Lafontaine was born on May 24, 1955 in Gosselies, Belgium.

Lafontaine spent a short time in a Jesuit college that he left at 17 to pursue a career in music. His first successes came from the writing and recording of jingles for television commercials (including Stella Artois and Coca Cola. Throughout the 1980s he joined the musical comedy ""Brel en mille temps"", touring in Dakar, Moscow, and Leningrad, and he released three albums. <a href=""https://www.last.fm/music/Philippe+Lafontaine"">Read more on Last.fm</a>",18115,97052,"['Alain Souchon', 'Hervé Cristiani', 'Daniel Balavoine', 'Marc Lavoine', 'Jean-Pierre Mader']"
132,Osusu," <a href=""https://www.last.fm/music/Osusu"">Read more on Last.fm</a>",121,588,"['Lucky Lo', 'Elli Grill', 'Cell7', 'Hildur', 'Teitur Magnússon']"
133,Avinash Jha," <a href=""https://www.last.fm/music/Avinash+Jha"">Read more on Last.fm</a>",0,0,[]
134,Pietro Galassi," <a href=""https://www.last.fm/music/Pietro+Galassi"">Read more on Last.fm</a>",409,1506,"['Omar Codazzi', 'Roberto Polisano', 'Matteo Tarantino', 'Orchestra Bagutti', 'Ruggero Scandiuzzi']"
135,Anand Shinde," <a href=""https://www.last.fm/music/Anand+Shinde"">Read more on Last.fm</a>",2357,14274,"['Vaishali Samant', 'Adarsh Shinde', 'Avadhoot Gupte', 'Swapnil Bandodkar', 'Ajay']"
136,UMAKANT BARIK," <a href=""https://www.last.fm/music/UMAKANT+BARIK"">Read more on Last.fm</a>",129,683,[]
137,Imhavingabadday.," <a href=""https://www.last.fm/music/Imhavingabadday."">Read more on Last.fm</a>",1932,19024,"['Daynim', 'Safeplanet', 'Olin MattiBlue', 'AUTTA', 'BUT HATE PANIC']"
138,Gitartha Girin," <a href=""https://www.last.fm/music/Gitartha+Girin"">Read more on Last.fm</a>",40,631,"['Bhaskar Opswel', 'Dipanwita Deka', 'Neel Akash', 'Subasana Dutta', 'Deeplina Deka']"
139,Skreally Boy," <a href=""https://www.last.fm/music/Skreally+Boy"">Read more on Last.fm</a>",1150,15010,"['Flaco Mundo', 'Ateyaba Archive', '3010', 'Daejmiy', 'Tortoz']"
140,Quwawa Vou Kei Nukumoto," <a href=""https://www.last.fm/music/Quwawa+Vou+Kei+Nukumoto"">Read more on Last.fm</a>",13,38,[]
141,Nueva Vulcano,"After Aina split up, Artur Estrada, his singer and guitarrist decided to make a new band with Albert Guárdia (also Drummer for The Moon Men) and Bassist ex-Shanty Rd.'s Wences Aparicio. Their sound is inclassificable in any genre, some influences are Los Planetas, My Bloody Valentine, Hüsker Dü and Jawbox. ¡A mi me gustan más que a un tonto un lápiz! (I like them more than a fat kid loves cakes!) <a href=""https://www.last.fm/music/Nueva+Vulcano"">Read more on Last.fm</a>",18981,636594,"['Madee', 'Half Foot Outside', 'The Unfinished Sympathy', 'Betunizer', 'Nisei']"
142,Diamante Negro,"Un fisioterapeuta, un enfermero y un técnico de sonido. Dos de ellos fueron amigos y luego compañeros de escenario y al otro lo conocieron en la escena barcelonesa, concretamente en las caóticas noches de fiesta de la capital catalana. La primera vez que tocaron juntos no sabían ni qué era exactamente Diamante Negro. Probablemente a día de hoy tampoco lo saben, aunque a diferencia de cómo era antes, ahora les da igual y por eso basan su música en la libertad y en la ausencia de límites. <a href=""https://www.last.fm/music/Diamante+Negro"">Read more on Last.fm</a>",11325,156194,"['La trinidad', 'Camellos', 'Mediapunta', 'La Culpa', 'Toldos Verdes']"
143,Grises," <a href=""https://www.last.fm/music/Grises"">Read more on Last.fm</a>",13033,167432,"['Jero Romero', 'Neuman', 'Buffetlibre', 'We Are Standard', 'Hola a todo el mundo']"
144,from,"There are at least three artists named From:

1.  From was a very obscure jazz-fusion band from southern Germany, with a penchant for jamming, for long tracks and Miles Davis styled riffing.

2. From is an LA wonderpop band founded by singer/writer/producer Roni Brunn. The lineup features Paul Best on guitar, Nick Bond on keyboards, Rodrigo Nunes on drums, and Valerie Ngai on bass.

From debuted with The American EP in 2006. The 6 track release was received with critical praise <a href=""https://www.last.fm/music/From"">Read more on Last.fm</a>",6920,70123,"['Marcelo Criminal', 'Diamante Negro', 'el buen hijo', 'Marcos y Molduras', 'Mediapunta']"
